Country,Total,C1,C2,C3,E1,E2,E3,P1,P2,P3,S1,S2,X1,VA,GE,RL,PS,CC,POP,TR
Guinea Bissau,99.9,8.8,9.6,5.7,8.7,8.4,8.5,9,9.2,7.2,8.2,7.8,8.8,-0.052003418,-0.016730633,-0.050599367,-0.10203519,-0.058207215,1.446794872,Alert
Burundi,98,7.7,7.9,8,8.5,7.7,6.8,8.4,8.3,8.2,9.2,9,8.4,-1.28865,-1.159,-1.16667,-1.93951,-1.24242,3.1,Alert
Niger,97.8,8.7,8.9,7.5,8.2,8.4,6.9,7.5,9.3,6.8,9.6,7.9,8.1,-0.21266,-0.60599,-0.57946,-1.06655,-0.64165,3.8,Alert
Ethiopia,97.5,8.4,8.6,8.5,6.9,7.1,7,7.4,8.6,8.5,9.2,9.4,7.9,-1.29829,-0.64666,-0.50903,-1.49819,-0.45016,2.5,Alert
Kenya,97.3,8.4,8.9,9,7.5,8.3,7.5,8.1,7.9,6.5,9,8.3,8,-0.14647,-0.29414,-0.48797,-1.24441,-1.00877,2.6,Alert
Liberia,97.3,6.9,8.3,6.2,8.6,8.3,6.6,7.3,9.7,6.7,9.5,9.2,10,-0.22103,-1.39389,-0.86449,-0.81803,-0.64727,2.4,Alert
Uganda,97,7.6,8.9,8.7,7,7.3,7.3,8,8.3,7.9,8.9,8.8,8.3,-0.57071,-0.48569,-0.38578,-0.8045,-1.05203,3.3,Alert
Eritrea,96.9,7.7,8.1,6.1,8.3,7.2,7.6,9.1,8.7,9.3,8.8,7.8,8.2,-2.1067,-1.59331,-1.48751,-0.87675,-1.30112,1.446794872,Alert
Libya,95.3,9.3,9.1,7.8,8,6.1,6.4,9.8,7.5,9,5.4,7.4,9.5,-1.34156,-1.65317,-1.62927,-2.19663,-1.6169,0.5,Alert
Mauritania,94.9,7.4,8.8,6.9,8,7.1,6.3,7.9,8.9,8,8.6,8.5,8.5,-0.88785,-1.02688,-0.86608,-0.6378,-0.9233,2.9,Warning
Myanmar,94.7,8.3,8.3,9.7,6.5,8.2,5.7,9,8.6,8.3,6.8,8.3,7,-1.21892,-1.23861,-1.23654,-1.16507,-0.83617,0.9,Warning
Cameroon,94.3,7.6,9.1,8.1,6.2,7.8,7.5,8.4,8.8,8,8,7.8,7,-0.95488,-0.77331,-0.97539,-0.98961,-1.07433,2.6,Warning
North Korea,93.8,8.6,8.5,6.3,9,8,4.2,10,8.9,9.7,7.5,4.3,8.8,-0.052003418,-0.016730633,-0.050599367,-0.10203519,-0.058207215,1.446794872,Warning
Mali,92.9,8.7,4.9,7.6,8.2,7.4,8.4,6,9,6.7,9.1,7.8,9.3,-0.20438,-0.93202,-0.73475,-1.68566,-0.68613,2.9,Warning
Sierra Leone,91.9,4.8,7.7,6.2,8.7,8.8,8.4,6.9,9.3,5.6,9.5,8.2,7.8,-0.26488,-1.27971,-0.85353,-0.10252,-0.79338,2.2,Warning
Bangladesh,91.8,7.7,9.6,8.4,6.7,7.2,7.5,8.5,8.1,7.7,8.1,6.6,5.7,-0.51203,-0.72358,-0.75128,-1.21202,-0.80832,1.1,Warning
Congo Republic,90.8,6.7,6.7,6.6,6.4,8.2,6.8,8.7,9.1,7.9,7.8,8.3,7.6,-0.052003418,-0.016730633,-0.050599367,-0.10203519,-0.058207215,1.446794872,Warning
Sri Lanka,90.7,7.9,9.1,9.3,5.9,7.6,7.8,8,5.6,8.8,6,8.2,6.4,-0.29613,-0.00914,0.03733,0.09037,-0.34415,0.9,Warning
Nepal,90.5,7,8.3,9.1,6.8,7.5,7,7.1,7.1,7.7,7.9,7.6,7.4,-0.41543,-1.05364,-0.67683,-0.99833,-0.57803,1.2,Warning
Timor-Leste,90.5,7.7,8.3,6.5,8.4,6.7,7,7.4,8.4,5.8,8.9,6.8,8.7,0.18613,-1.04552,-1.12153,-0.27189,-0.52162,2.3,Warning
Rwanda,90.2,6.2,8,8.8,6.3,8.2,7.5,6.5,7.3,7.7,8,7.9,7.8,-1.13515,-0.04574,0.05042,0.01324,0.63571,2.5,Warning
Egypt,89.9,8.2,9,8.7,8.1,6.5,4.7,8.7,5.4,9.8,7.1,6.7,7.1,-0.052003418,-0.016730633,-0.050599367,-0.10203519,-0.058207215,1.446794872,Warning
Burkina Faso,89.2,7.4,7.8,5,7.1,8.1,6.9,8.1,8.9,6.2,9.1,7.1,7.5,-0.11296,-0.58662,-0.52703,-0.61111,-0.28362,2.9,Warning
Lebanon,88.1,8.8,9.3,8.6,5.9,5.7,5.4,7.8,5.4,7.2,5.7,9.1,9.2,-0.46253,-0.47423,-0.82565,-1.70259,-0.88375,4.3,Warning
Djibouti,88,6.9,7.3,6.6,7.4,7.8,5.8,7.6,7.8,7.2,8.2,7.1,8.4,-1.41207,-0.95431,-0.92218,-0.44353,-0.65761,1.7,Warning
Angola,87.9,6,7.2,7.3,5.6,9.6,6,8.3,8.9,7.3,8.7,7.6,5.6,-1.17719,-1.00009,-1.08193,-0.5009,-1.39475,3.4,Warning
Cambodia,87.9,6.7,8.2,7.4,6.4,7.1,7.5,8.4,7.7,8.3,7,5.8,7.4,-1.12256,-0.69941,-0.97847,0.06194,-1.11797,1.6,Warning
Iran,87.1,8,9.4,8.5,6.9,6.1,6.2,8.9,5,9.3,5.4,6.5,7,-0.052003418,-0.016730633,-0.050599367,-0.10203519,-0.058207215,1.446794872,Warning
Malawi,86.9,4.8,7.7,5.4,8.6,8.4,8.1,6.9,7.8,6.2,8.8,6.1,8.1,-0.00527,-0.67316,-0.30682,0.0319,-0.76218,2.9,Warning
Mozambique,86.9,7,6.9,5.9,7.8,8.6,7.4,7.2,9,6.1,8.7,5,7.3,-0.27003,-0.74627,-0.8488,-0.5139,-0.74884,2.9,Warning
Togo,86.8,7,7.6,4.5,6.8,8.1,7.3,8.1,8.6,7.2,8,7.1,6.5,-0.69853,-1.18945,-0.79898,-0.23135,-0.72569,2.6,Warning
Philippines,86.2,9.1,8,8.3,6,6.2,6.2,7.5,7.2,5.9,8.2,7.4,6.3,0.14705,0.11237,-0.3429,-0.85566,-0.45346,1.6,Warning
Swaziland,86.2,6,6.8,3.7,9.3,8.1,6.9,8.5,7.5,8.5,8.5,4.9,7.6,-1.40121,-0.53865,-0.32431,-0.47615,-0.38784,1.8,Warning
